DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
201904404;01/09/2020 12:00:00 AM;1640;19;Mission    ;8400    VAN NUYS                     BL ;M
201910882;06/13/2020 12:00:00 AM;100;19;Mission    ;15000    NURMI                        ST;F
201908011;03/23/2020 12:00:00 AM;1610;19;Mission    ;13900    AZTEC                        ST;F
201900816;07/02/2020 12:00:00 AM;2005;19;Mission    ;13900    SATICOY                      ST;M
201910338;05/28/2020 12:00:00 AM;1530;19;Mission    ;13400    HUBBARD                      ST;
201911285;06/23/2020 12:00:00 AM;130;19;Mission    ;13300    CHASE                        ST;M
201914044;09/01/2020 12:00:00 AM;2230;19;Mission    ;8500    BURNET                       AV ;M
201911610;06/29/2020 12:00:00 AM;1640;19;Mission    ;13100    TRIPOLI                      AV;M
201908370;04/02/2020 12:00:00 AM;1200;19;Mission    ;12600    SAN FERNANDO                 RD;M
201918502;12/28/2020 12:00:00 AM;354;19;Mission    ;9100    WOODMAN                      AV ;X
201917317;11/24/2020 12:00:00 AM;430;19;Mission    ;TYLER                        ST         ;
201905634;02/04/2020 12:00:00 AM;800;19;Mission    ;10900    NOBLE                        AV;F
201904561;01/12/2020 12:00:00 AM;1420;19;Mission    ;14200    NORDHOFF                     ST;M
201912336;07/19/2020 12:00:00 AM;2130;19;Mission    ;15100    FLORENTINE                   ST;M
201913021;08/07/2020 12:00:00 AM;1900;19;Mission    ;PARTHENIA                    PL         ;
201913229;08/13/2020 12:00:00 AM;600;19;Mission    ;8900    WILLIS                       AV ;
201918326;12/22/2020 12:00:00 AM;538;19;Mission    ;13100    TONOPAH                      ST;
201905369;01/31/2020 12:00:00 AM;1830;19;Mission    ;8200 N  SEPULVEDA                    BL ;
201914953;09/26/2020 12:00:00 AM;300;19;Mission    ;7800    NELSON                       RD ;
201907647;03/15/2020 12:00:00 AM;1800;19;Mission    ;8100    LANGDON                      AV ;
201906126;02/13/2020 12:00:00 AM;255;19;Mission    ;ROSCOE                                  ;M
201914601;09/17/2020 12:00:00 AM;1630;19;Mission    ;13400    OTTOMAN                      ST;M
201910869;06/13/2020 12:00:00 AM;200;19;Mission    ;14600    NORDHOFF                     ST;
201913360;08/16/2020 12:00:00 AM;1545;19;Mission    ;TUPPER                                  ;F
201910089;05/22/2020 12:00:00 AM;1;19;Mission    ;15000    PARTHENIA                    ST;F
201913934;08/29/2020 12:00:00 AM;300;19;Mission    ;8000    CANTALOUPE                   AV ;F
201914013;09/01/2020 12:00:00 AM;800;19;Mission    ;FENTON                       AV         ;
201909281;04/30/2020 12:00:00 AM;348;19;Mission    ;14800    DEVONSHIRE                   ST;M
201609467;05/27/2020 12:00:00 AM;1030;19;Mission    ;15000    ROSCOE                       BL;M
201911491;06/28/2020 12:00:00 AM;2200;19;Mission    ;9200    TOBIAS                       AV ;F
201908574;04/09/2020 12:00:00 AM;1830;19;Mission    ;14300    ROSCOE                       BL;
201904401;01/09/2020 12:00:00 AM;1930;19;Mission    ;13600    FOOTHILL                     BL;F
201918617;12/31/2020 12:00:00 AM;835;19;Mission    ;14600    PARTHENIA                    ST;F
201906545;02/22/2020 12:00:00 AM;2012;19;Mission    ;9300    KESTER                       AV ;M
201908013;03/23/2020 12:00:00 AM;1700;19;Mission    ;13300    HERRON                       ST;F
201908499;04/05/2020 12:00:00 AM;1415;19;Mission    ;15100    PARTHENIA                    ST;M
201915503;10/10/2020 12:00:00 AM;745;19;Mission    ;14100    JANNA                        WY;M
201918533;12/28/2020 12:00:00 AM;1110;19;Mission    ;HUBBARD                      ST         ;M
201908979;04/21/2020 12:00:00 AM;2100;19;Mission    ;DRONFIELD                               ;F
201913840;08/27/2020 12:00:00 AM;1215;19;Mission    ;13400    FOOTHILL                     BL;F
201911763;07/04/2020 12:00:00 AM;1600;19;Mission    ;CHATSWORTH                              ;F
201918418;12/24/2020 12:00:00 AM;1200;19;Mission    ;ROSCOE                       BL         ;F
201909551;05/08/2020 12:00:00 AM;30;19;Mission    ;8600    VAN NUYS                     BL ;M
201917677;12/03/2020 12:00:00 AM;2000;19;Mission    ;8400 N  SEPULVEDA                    BL ;F
201905465;02/03/2020 12:00:00 AM;2100;19;Mission    ;8100    KATHERINE                    AV ;
201906322;02/18/2020 12:00:00 AM;100;19;Mission    ;9500    SEPULVEDA                    BL ;X
201914593;09/16/2020 12:00:00 AM;2300;19;Mission    ;13700    FOOTHILL                     BL;M
201908916;04/18/2020 12:00:00 AM;1830;19;Mission    ;13900    ASTORIA                      ST;M
201913056;08/09/2020 12:00:00 AM;1130;19;Mission    ;9200    TOBIAS                       AV ;F
201904952;01/22/2020 12:00:00 AM;1330;19;Mission    ;13600    GLADSTONE                    AV;F
201917321;11/24/2020 12:00:00 AM;1400;19;Mission    ;8700    VAN NUYS                     BL ;
201912686;07/29/2020 12:00:00 AM;1200;19;Mission    ;13600    FOOTHILL                     BL;F
201916003;10/22/2020 12:00:00 AM;1200;19;Mission    ;8500    GULLO                        AV ;
201910288;05/26/2020 12:00:00 AM;2210;19;Mission    ;MEMORY PARK                  AV         ;M
201916657;11/06/2020 12:00:00 AM;1620;19;Mission    ;13400    GLENWOOD                     DR;M
201915577;10/12/2020 12:00:00 AM;1500;19;Mission    ;BRANFORD                     ST         ;
201910707;06/08/2020 12:00:00 AM;1220;19;Mission    ;ROSCOE                                  ;M
201900004;04/08/2020 12:00:00 AM;1730;19;Mission    ;11700    PEARWOOD                     AV;
201915523;10/10/2020 12:00:00 AM;1445;19;Mission    ;13600    STRATHERN                    ST;M
201917965;12/10/2020 12:00:00 AM;1400;19;Mission    ;13800    OSBORNE                      ST;M
201906377;02/18/2020 12:00:00 AM;2315;19;Mission    ;SAN FERNANDO                 RD         ;F
201916396;10/31/2020 12:00:00 AM;517;19;Mission    ;10900    BARTEE                       AV;
201917164;11/21/2020 12:00:00 AM;450;19;Mission    ;15500    CHASE                        ST;F
201912963;08/06/2020 12:00:00 AM;2115;19;Mission    ;9300    VAN NUYS                     BL ;F
201916106;10/23/2020 12:00:00 AM;1800;19;Mission    ;15300    PLUMMER                      ST;M
201905327;01/30/2020 12:00:00 AM;1325;19;Mission    ;14300    PLUMMER                      ST;F
201905368;01/31/2020 12:00:00 AM;2100;19;Mission    ;13600    PARK                         ST;M
201913449;08/18/2020 12:00:00 AM;1130;19;Mission    ;9000    ORION                        AV ;F
201909986;05/19/2020 12:00:00 AM;510;19;Mission    ;13200    GLADSTONE                    AV;
201912345;07/20/2020 12:00:00 AM;430;19;Mission    ;9100    SHARP                        AV ;F
201911073;06/17/2020 12:00:00 AM;1500;19;Mission    ;14100    RAVEN                        ST;F
201917136;11/20/2020 12:00:00 AM;335;19;Mission    ;LAKESIDE                                ;M
201915170;10/01/2020 12:00:00 AM;1900;19;Mission    ;9700    WOODMAN                      AV ;F
201905322;01/25/2020 12:00:00 AM;1940;19;Mission    ;8600    WILLIS                       AV ;M
201915245;10/03/2020 12:00:00 AM;1200;19;Mission    ;13300    HERRON                       ST;M
201904980;01/23/2020 12:00:00 AM;1200;19;Mission    ;9600    SHARP                        AV ;F
201906807;02/26/2020 12:00:00 AM;1800;19;Mission    ;9200    BURNET                       AV ;M
201916495;11/03/2020 12:00:00 AM;2330;19;Mission    ;9200    VAN NUYS                     BL ;F
201906799;02/26/2020 12:00:00 AM;800;19;Mission    ;15200    BURTON                       ST;
201915299;10/05/2020 12:00:00 AM;830;19;Mission    ;SAN FERNANDO                 RD         ;M
201910143;05/23/2020 12:00:00 AM;1;19;Mission    ;15100    CHASE                        ST;F
201909617;05/10/2020 12:00:00 AM;1700;19;Mission    ;7900    VAN NUYS                     BL ;
201911565;06/29/2020 12:00:00 AM;1910;19;Mission    ;9000    BARTEE                       AV ;F
201917258;11/23/2020 12:00:00 AM;1900;19;Mission    ;11400    SAN FERNANDO                 RD;
201916611;11/06/2020 12:00:00 AM;1500;19;Mission    ;14500    BRAND                        BL;M
201910947;06/14/2020 12:00:00 AM;1130;19;Mission    ;9100 N  SEPULVEDA                    BL ;M
201905815;02/07/2020 12:00:00 AM;830;19;Mission    ;13200    FOOTHILL                     BL;M
201906237;02/15/2020 12:00:00 AM;1122;19;Mission    ;13800    FOOTHILL                     BL;F
201911333;06/24/2020 12:00:00 AM;1300;19;Mission    ;10900    LAUREL CANYON                BL;M
201916702;11/08/2020 12:00:00 AM;155;19;Mission    ;15200    BRAND                        BL;M
201912482;07/24/2020 12:00:00 AM;1400;19;Mission    ;13600    WILLARD                      ST;
201907383;03/09/2020 12:00:00 AM;1630;19;Mission    ;13500    GLENOAKS                     BL;M
201905556;02/04/2020 12:00:00 AM;2015;19;Mission    ;11100    ALEMANY                      DR;F
201918531;12/29/2020 12:00:00 AM;1345;19;Mission    ;15000    RINALDI                      ST;M
201907438;03/09/2020 12:00:00 AM;2040;19;Mission    ;OSCAR                        ST         ;M
201914051;09/01/2020 12:00:00 AM;1120;19;Mission    ;TOBIAS                                  ;F
201906872;02/28/2020 12:00:00 AM;1100;19;Mission    ;VAN NUYS                                ;F
201916984;11/16/2020 12:00:00 AM;20;19;Mission    ;15400    NORDHOFF                     ST;F
201914902;09/24/2020 12:00:00 AM;304;19;Mission    ;15200    BRAND                        BL;X
201907441;03/10/2020 12:00:00 AM;1630;19;Mission    ;GLENOAKS                                ;X
201916013;10/22/2020 12:00:00 AM;1200;19;Mission    ;14600    HUBBARD                      ST;F
201909078;04/24/2020 12:00:00 AM;200;19;Mission    ;8100    CROSNOE                      AV ;M
201909851;05/16/2020 12:00:00 AM;1900;19;Mission    ;14800    RAYEN                        ST;F
201905295;01/30/2020 12:00:00 AM;230;19;Mission    ;15400    LEMARSH                      ST;M
201905596;02/04/2020 12:00:00 AM;2200;19;Mission    ;12900    WOODCOCK                     AV;M
201908374;04/03/2020 12:00:00 AM;1530;19;Mission    ;8500    VAN NUYS                     BL ;M
201908187;03/29/2020 12:00:00 AM;1930;19;Mission    ;ROSCOE                       BL         ;
201909790;05/14/2020 12:00:00 AM;600;19;Mission    ;13100    BRANFORD                     ST;M
201914592;09/17/2020 12:00:00 AM;2000;19;Mission    ;15800    ROXFORD                      ST;
201905302;01/30/2020 12:00:00 AM;617;19;Mission    ;14400    CARLSBAD                     ST;F
201916818;11/12/2020 12:00:00 AM;1530;19;Mission    ;14400    BRAND                        BL;F
201915140;10/01/2020 12:00:00 AM;530;19;Mission    ;12700    SHENLEY                      ST;M
201917906;12/09/2020 12:00:00 AM;930;19;Mission    ;CANTALOUPE                   AV         ;F
201917420;11/27/2020 12:00:00 AM;1200;19;Mission    ;10000 N  SEPULVEDA                    BL;F
201912289;07/13/2020 12:00:00 AM;1800;19;Mission    ;NORDHOFF                                ;M
201917110;11/19/2020 12:00:00 AM;2300;19;Mission    ;9800    VESPER                       AV ;M
201911550;06/29/2020 12:00:00 AM;1750;19;Mission    ;13200    GLADSTONE                    AV;
201915122;09/30/2020 12:00:00 AM;2100;19;Mission    ;13900    OSBORNE                      ST;M
201914285;09/04/2020 12:00:00 AM;1430;19;Mission    ;14500    BLYTHE                       ST;M
201912372;07/21/2020 12:00:00 AM;200;19;Mission    ;8900    COSTELLO                     AV ;
201916946;11/15/2020 12:00:00 AM;1500;19;Mission    ;8400    VAN NUYS                     BL ;F
201916591;11/05/2020 12:00:00 AM;2000;19;Mission    ;13600    GAVINA                       AV;F
201916126;10/26/2020 12:00:00 AM;2100;19;Mission    ;13900    AZTEC                        ST;F
201909932;05/18/2020 12:00:00 AM;2110;19;Mission    ;7900    SALOMA                       AV ;M
201912706;07/29/2020 12:00:00 AM;2200;19;Mission    ;12700    ENCINITAS                    AV;F
201917746;12/06/2020 12:00:00 AM;1115;19;Mission    ;9900 N  SEPULVEDA                    BL ;F
201909978;05/18/2020 12:00:00 AM;2330;19;Mission    ;9300    VAN NUYS                     BL ;M
201916937;11/15/2020 12:00:00 AM;1215;19;Mission    ;8500    WILLIS                       AV ;F
201908205;03/29/2020 12:00:00 AM;1230;19;Mission    ;15100    ROSCOE                       BL;F
201907281;03/07/2020 12:00:00 AM;2200;19;Mission    ;9600    SEPULVEDA                    BL ;M
201916521;11/04/2020 12:00:00 AM;1850;19;Mission    ;14900    BLACKHAWK                    ST;F
201910018;05/20/2020 12:00:00 AM;130;19;Mission    ;13300    DRONFIELD                    AV;M
201910475;06/02/2020 12:00:00 AM;2130;19;Mission    ;WOODMAN                                 ;M
201916619;11/06/2020 12:00:00 AM;1800;19;Mission    ;8300    WILLIS                       AV ;F
201913949;08/29/2020 12:00:00 AM;1500;19;Mission    ;PLUMMER                      ST         ;M
201904624;01/14/2020 12:00:00 AM;1630;19;Mission    ;9200    DORRINGTON                   PL ;F
201917653;12/03/2020 12:00:00 AM;1630;19;Mission    ;8300    CEDROS                       AV ;M
201906352;02/18/2020 12:00:00 AM;2230;19;Mission    ;13400    SUNNY PALMS                  LN;M
201911938;07/09/2020 12:00:00 AM;1300;19;Mission    ;AZTEC                        ST         ;M
201912803;08/02/2020 12:00:00 AM;2230;19;Mission    ;8500    SNOWDEN                      AV ;
201916567;11/05/2020 12:00:00 AM;1800;19;Mission    ;LANARK                       ST         ;
201909151;04/26/2020 12:00:00 AM;945;19;Mission    ;CHASE                        ST         ;F
201917407;11/26/2020 12:00:00 AM;1910;19;Mission    ;13200    CRANSTON                     AV;F
201917290;11/13/2020 12:00:00 AM;1100;19;Mission    ;8000    CANTALOUPE                   AV ;M
201904016;01/01/2020 12:00:00 AM;300;19;Mission    ;15200    ACRE                         ST;F
201906122;02/13/2020 12:00:00 AM;1500;19;Mission    ;15200    FOOTHILL                     BL;
201906265;02/16/2020 12:00:00 AM;2020;19;Mission    ;14500    JUDD                         ST;M
201912623;07/28/2020 12:00:00 AM;1030;19;Mission    ;14000    REMINGTON                    ST;M
201904394;01/09/2020 12:00:00 AM;1210;19;Mission    ;14500    NORDHOFF                     ST;M
201918144;12/16/2020 12:00:00 AM;1557;19;Mission    ;9600    ELON                         AV ;M
201909100;04/25/2020 12:00:00 AM;1610;19;Mission    ;15500    ROSCOE                       BL;M
201914116;09/03/2020 12:00:00 AM;2030;19;Mission    ;13600    ELDRIDGE                     AV;M
201914319;09/09/2020 12:00:00 AM;2000;19;Mission    ;12400    EDGECLIFF                    AV;
201913932;08/30/2020 12:00:00 AM;1;19;Mission    ;14300    ROSCOE                       BL;F
201913340;08/16/2020 12:00:00 AM;220;19;Mission    ;12700    ENCINITAS                    AV;M
211905134;12/28/2020 12:00:00 AM;2030;19;Mission    ;8500    TOBIAS                       AV ;F
201914024;09/01/2020 12:00:00 AM;430;19;Mission    ;8800    KESTER                       AV ;F
201916793;11/11/2020 12:00:00 AM;934;19;Mission    ;15300    NORDHOFF                     ST;F
201900655;03/06/2020 12:00:00 AM;1930;19;Mission    ;9500    URBANA                       AV ;F
201918351;12/22/2020 12:00:00 AM;1400;19;Mission    ;FOOTHILL                     BL         ;
201914676;09/18/2020 12:00:00 AM;1445;19;Mission    ;13100    AZTEC                        ST;M
201918012;12/12/2020 12:00:00 AM;1003;19;Mission    ;13700    SPROULE                      AV;M
201917041;11/17/2020 12:00:00 AM;2130;19;Mission    ;12500    BROMONT                      AV;M
201907692;03/16/2020 12:00:00 AM;2300;19;Mission    ;9900    ARLETA                       AV ;M
201913196;08/12/2020 12:00:00 AM;1900;19;Mission    ;9000    TOBIAS                       AV ;
201908598;04/09/2020 12:00:00 AM;900;19;Mission    ;14300    FOOTHILL                     BL;M
201913377;08/17/2020 12:00:00 AM;2150;19;Mission    ;8700    COSTELLO                     AV ;F
211908356;05/03/2021 12:00:00 AM;1200;19;Mission    ;14800    ROSCOE                       BL;M
201916813;11/12/2020 12:00:00 AM;1231;19;Mission    ;14900    ROSCOE                       BL;M
